user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCF_002021985.1_ASM202198v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A pinnipediorum_A	GCF_002022005.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A pinnipediorum_A	99.26	0.97	GCF_002022005.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A pinnipediorum_A	99.26	0.97	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_002021925.1, s__Campylobacter_A pinnipediorum, 95.0, 94.8, 0.91; GCA_000705255.1, s__Campylobacter_A mucosalis, 95.0, 77.61, 0.22	94.29	11	N/A	N/A
GCF_000313615.1_Velvet_assembly_of_Campylobacter_showae_CSUNSWCD_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A showae_A	GCF_000313615.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A showae_A	100.0	0.99	GCF_000313615.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A showae_A	100.0	0.99	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000175655.1, s__Campylobacter_A showae_C, 95.0, 92.58, 0.88; GCF_000344295.2, s__Campylobacter_A showae_B, 95.0, 92.11, 0.84; GCF_000174175.1, s__Campylobacter_A rectus, 95.0, 88.89, 0.79; GCF_003048535.1, s__Campylobacter_A concisus_S, 95.0, 80.99, 0.28; GCF_001298465.1, s__Campylobacter_A concisus, 95.0, 80.92, 0.27; GCF_002165785.1, s__Campylobacter_A concisus_W, 95.0, 80.77, 0.28; GCF_000466745.1, s__Campylobacter_A concisus_B, 95.0, 80.65, 0.28; GCF_003048405.1, s__Campylobacter_A concisus_Q, 95.0, 80.62, 0.27; GCF_002165775.1, s__Campylobacter_A concisus_E, 95.0, 80.56, 0.29; GCF_003048965.1, s__Campylobacter_A concisus_I, 95.0, 80.51, 0.27; GCF_002913745.1, s__Campylobacter_A concisus_R, 95.0, 80.5, 0.3; GCF_003048835.1, s__Campylobacter_A concisus_D, 95.0, 80.45, 0.3; GCF_003048375.1, s__Campylobacter_A concisus_T, 95.0, 80.34, 0.3; GCF_001891085.1, s__Campylobacter_A concisus_O, 95.0, 80.34, 0.27; GCA_002092835.1, s__Campylobacter_A concisus_K, 95.0, 80.33, 0.28; GCF_003048675.1, s__Campylobacter_A concisus_F, 95.0, 80.31, 0.3; GCF_003048595.1, s__Campylobacter_A concisus_L, 95.0, 80.22, 0.28; GCF_003049085.1, s__Campylobacter_A concisus_H, 95.0, 80.17, 0.29; GCF_002912895.1, s__Campylobacter_A concisus_G, 95.0, 80.1, 0.28; GCF_000466685.1, s__Campylobacter_A concisus_A, 95.0, 80.05, 0.28; GCF_002913305.1, s__Campylobacter_A concisus_C, 95.0, 80.05, 0.29; GCF_002914195.1, s__Campylobacter_A concisus_M, 95.0, 80.03, 0.29; GCF_003048575.1, s__Campylobacter_A concisus_U, 95.0, 80.0, 0.27; GCF_002913225.1, s__Campylobacter_A concisus_J, 95.0, 79.98, 0.29; GCF_002914005.1, s__Campylobacter_A concisus_N, 95.0, 79.82, 0.29; GCF_003048905.1, s__Campylobacter_A concisus_V, 95.0, 79.79, 0.27; GCF_002913945.1, s__Campylobacter_A concisus_P, 95.0, 79.77, 0.27; GCF_000376325.1, s__Campylobacter_A curvus, 95.0, 78.2, 0.37	92.72	11	N/A	N/A
GCF_000174175.1_ASM17417v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	GCF_000174175.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	100.0	1.0	GCF_000174175.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000344295.2, s__Campylobacter_A showae_B, 95.0, 89.32, 0.83; GCF_000175655.1, s__Campylobacter_A showae_C, 95.0, 89.29, 0.82; GCF_000313615.1, s__Campylobacter_A showae_A, 95.0, 88.89, 0.79; GCF_003048535.1, s__Campylobacter_A concisus_S, 95.0, 79.94, 0.24; GCF_000466745.1, s__Campylobacter_A concisus_B, 95.0, 79.42, 0.22; GCF_002912895.1, s__Campylobacter_A concisus_G, 95.0, 79.14, 0.23; GCF_002914195.1, s__Campylobacter_A concisus_M, 95.0, 79.02, 0.25; GCA_002092835.1, s__Campylobacter_A concisus_K, 95.0, 79.0, 0.22; GCF_001891085.1, s__Campylobacter_A concisus_O, 95.0, 78.92, 0.21; GCF_003048575.1, s__Campylobacter_A concisus_U, 95.0, 78.91, 0.22; GCF_003048405.1, s__Campylobacter_A concisus_Q, 95.0, 78.88, 0.22; GCF_003048965.1, s__Campylobacter_A concisus_I, 95.0, 78.85, 0.23; GCF_001298465.1, s__Campylobacter_A concisus, 95.0, 78.84, 0.23; GCF_002913945.1, s__Campylobacter_A concisus_P, 95.0, 78.84, 0.22; GCF_002165775.1, s__Campylobacter_A concisus_E, 95.0, 78.8, 0.23; GCF_003049085.1, s__Campylobacter_A concisus_H, 95.0, 78.78, 0.23; GCF_003048595.1, s__Campylobacter_A concisus_L, 95.0, 78.66, 0.22; GCF_003048905.1, s__Campylobacter_A concisus_V, 95.0, 78.5, 0.26; GCF_002914005.1, s__Campylobacter_A concisus_N, 95.0, 78.43, 0.23; GCF_002165785.1, s__Campylobacter_A concisus_W, 95.0, 78.4, 0.17; GCF_000376325.1, s__Campylobacter_A curvus, 95.0, 78.36, 0.34; GCF_003048375.1, s__Campylobacter_A concisus_T, 95.0, 77.8, 0.22; GCF_003048835.1, s__Campylobacter_A concisus_D, 95.0, 77.75, 0.24; GCF_002913305.1, s__Campylobacter_A concisus_C, 95.0, 77.68, 0.23; GCF_002913225.1, s__Campylobacter_A concisus_J, 95.0, 77.63, 0.24; GCF_003048675.1, s__Campylobacter_A concisus_F, 95.0, 77.54, 0.24; GCF_000466685.1, s__Campylobacter_A concisus_A, 95.0, 77.52, 0.24; GCF_002913745.1, s__Campylobacter_A concisus_R, 95.0, 77.38, 0.24	92.5	11	N/A	N/A
GCF_003859865.1_ASM385986v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	GCF_000174175.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	97.41	0.92	GCF_000174175.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	97.41	0.92	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000344295.2, s__Campylobacter_A showae_B, 95.0, 89.42, 0.81; GCF_000175655.1, s__Campylobacter_A showae_C, 95.0, 89.34, 0.84; GCF_000313615.1, s__Campylobacter_A showae_A, 95.0, 88.69, 0.79; GCF_002914195.1, s__Campylobacter_A concisus_M, 95.0, 79.01, 0.24; GCF_003048575.1, s__Campylobacter_A concisus_U, 95.0, 78.99, 0.23; GCF_003048405.1, s__Campylobacter_A concisus_Q, 95.0, 78.91, 0.22; GCF_002913945.1, s__Campylobacter_A concisus_P, 95.0, 78.88, 0.23; GCF_002165775.1, s__Campylobacter_A concisus_E, 95.0, 78.82, 0.25; GCF_003048535.1, s__Campylobacter_A concisus_S, 95.0, 78.81, 0.23; GCF_003049085.1, s__Campylobacter_A concisus_H, 95.0, 78.79, 0.23; GCF_002912895.1, s__Campylobacter_A concisus_G, 95.0, 78.78, 0.25; GCF_001298465.1, s__Campylobacter_A concisus, 95.0, 78.72, 0.25; GCF_002165785.1, s__Campylobacter_A concisus_W, 95.0, 78.71, 0.22; GCF_001891085.1, s__Campylobacter_A concisus_O, 95.0, 78.69, 0.22; GCA_002092835.1, s__Campylobacter_A concisus_K, 95.0, 78.68, 0.23; GCF_003048595.1, s__Campylobacter_A concisus_L, 95.0, 78.6, 0.24; GCF_002914005.1, s__Campylobacter_A concisus_N, 95.0, 78.56, 0.25; GCF_003048965.1, s__Campylobacter_A concisus_I, 95.0, 78.52, 0.24; GCF_000466745.1, s__Campylobacter_A concisus_B, 95.0, 78.48, 0.23; GCF_003048905.1, s__Campylobacter_A concisus_V, 95.0, 78.43, 0.25; GCF_000376325.1, s__Campylobacter_A curvus, 95.0, 78.08, 0.35; GCF_003048835.1, s__Campylobacter_A concisus_D, 95.0, 77.71, 0.22; GCF_002913225.1, s__Campylobacter_A concisus_J, 95.0, 77.69, 0.23; GCF_002913305.1, s__Campylobacter_A concisus_C, 95.0, 77.65, 0.25; GCF_003048375.1, s__Campylobacter_A concisus_T, 95.0, 77.62, 0.23; GCF_003048675.1, s__Campylobacter_A concisus_F, 95.0, 77.6, 0.24; GCF_000466685.1, s__Campylobacter_A concisus_A, 95.0, 77.58, 0.25; GCF_002913745.1, s__Campylobacter_A concisus_R, 95.0, 77.43, 0.24	92.72	11	N/A	N/A
GCF_001643955.1_ASM164395v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	GCF_900116585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	99.5	0.99	GCF_900116585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	99.5	0.99	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 94.64, 0.83; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 84.21, 0.64; GCA_001816265.1, s__Campylobacter fetus, 95.0, 82.39, 0.61; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 79.93, 0.31; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 79.92, 0.29; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.89, 0.55; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 79.07, 0.31; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.85, 0.25	93.51	11	N/A	N/A
GCF_902385735.1_UHGG_MGYG-HGUT-02307_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	GCF_900116585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	99.5	0.99	GCF_900116585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	99.5	0.99	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 94.64, 0.83; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 84.21, 0.64; GCA_001816265.1, s__Campylobacter fetus, 95.0, 82.39, 0.61; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 79.93, 0.31; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 79.92, 0.29; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.89, 0.55; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 79.07, 0.31; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.85, 0.25	93.51	11	N/A	N/A
FAUT	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	GCF_900116585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.19	0.88	GCF_900116585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.19	0.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 94.79, 0.86; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 84.06, 0.64; GCA_001816265.1, s__Campylobacter fetus, 95.0, 82.0, 0.61; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 80.15, 0.31; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.91, 0.52; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 79.48, 0.31; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 79.08, 0.31; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.69, 0.28	93.55	11	N/A	N/A
FAUZ	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	GCF_900116585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.24	0.93	GCF_900116585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.24	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 94.64, 0.86; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 84.39, 0.62; GCA_001816265.1, s__Campylobacter fetus, 95.0, 82.3, 0.61; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.9, 0.55; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 79.51, 0.3; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 79.23, 0.29; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.73, 0.3; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.6, 0.26	93.59	11	N/A	N/A
GCF_005844045.1_ASM584404v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	GCF_900116585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.35	0.91	GCF_900116585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis	98.35	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 94.77, 0.82; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 84.1, 0.62; GCA_001816265.1, s__Campylobacter fetus, 95.0, 82.36, 0.62; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.99, 0.56; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 79.12, 0.29; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 79.01, 0.28; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.68, 0.29; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.59, 0.25	93.61	11	N/A	N/A
GCF_001643975.1_ASM164397v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis_A	GCF_001643975.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis_A	100.0	1.0	GCF_001643975.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hyointestinalis_A	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 94.74, 0.82; GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 82.99, 0.6; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 82.76, 0.37; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 82.12, 0.36; GCA_001816265.1, s__Campylobacter fetus, 95.0, 81.23, 0.59; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 80.65, 0.36; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.75, 0.51; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 79.7, 0.34	93.53	11	N/A	N/A
GCF_900475935.1_48450_H02_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.88	1.0	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.88	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.04, 0.95; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.48, 0.61; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.39, 0.58; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.08, 0.47; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.48, 0.27; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.37, 0.27; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 78.37, 0.28; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.0, 0.3	93.45	11	N/A	N/A
GCF_008271385.1_ASM827138v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.42	0.97	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.42	0.97	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.1, 0.92; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.42, 0.62; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.33, 0.57; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.06, 0.47; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.89, 0.28; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.26, 0.28; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.05, 0.3; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 77.91, 0.28	93.67	11	N/A	N/A
GCF_000512745.2_ASM51274v2_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.44	0.97	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.44	0.97	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.19, 0.93; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.58, 0.63; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.44, 0.57; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.16, 0.47; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.31, 0.28; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.31, 0.28; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 78.2, 0.29; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.1, 0.3	93.67	11	N/A	N/A
GCF_001686885.1_ASM168688v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.46	0.98	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.46	0.98	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.16, 0.93; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.5, 0.62; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.26, 0.59; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.18, 0.48; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.43, 0.28; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.24, 0.28; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.11, 0.3; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 78.07, 0.28	93.67	11	N/A	N/A
GCF_000967135.1_CFV_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.42	0.99	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.42	0.99	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.25, 0.93; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.36, 0.61; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.59, 0.59; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.33, 0.46; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 78.81, 0.28; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.43, 0.28; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 78.2, 0.28; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 78.07, 0.3	93.45	11	N/A	N/A
GCF_000759515.1_ASM75951v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	GCA_001816265.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.41	0.98	GCA_001816265.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	99.41	0.98	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000495505.1, s__Campylobacter fetus_A, 95.0, 92.22, 0.93; GCF_900116585.1, s__Campylobacter hyointestinalis, 95.0, 82.31, 0.63; GCF_001643975.1, s__Campylobacter hyointestinalis_A, 95.0, 81.49, 0.58; GCF_002139875.1, s__Campylobacter sp002139875, 95.0, 79.15, 0.29; GCF_000736415.1, s__Campylobacter iguaniorum, 95.0, 79.02, 0.47; GCF_002139855.1, s__Campylobacter sp002139855, 95.0, 78.31, 0.27; GCF_002139935.1, s__Campylobacter lanienae, 95.0, 78.07, 0.29; GCF_002139915.1, s__Campylobacter sp002139915, 95.0, 77.91, 0.29	93.67	11	N/A	N/A
