fasta_header,hit_num,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length
i21_2wh_27F_31,38,1538,NR_029100,"Myceligenerans xiligouense strain XLG9A10.2 16S ribosomal RNA, partial sequence",552.215,9.59E-153,372,408,91.17647059,412
i21_2wh_27F_31,39,1427,KF876910,"Myceligenerans crystallogenes strain JM-R30 16S ribosomal RNA gene, partial sequence",551.314,9.59E-153,368,409,89.97555012,412
i21_2wh_27F_31,40,1457,AJ298658,"Arcanobacterium sp. HJ57-14E partial 16S rRNA gene, strain HJ57-14E",549.51,3.35E-152,373,412,90.53398058,412
i21_2wh_27F_31,41,477,KU206963,"Uncultured bacterium clone C-Micr_188 16S ribosomal RNA gene, partial sequence",548.609,1.17E-151,368,407,90.41769042,412
i21_2wh_27F_31,42,504,JQ171801,"Uncultured bacterium clone S1_6_929 16S ribosomal RNA gene, partial sequence",548.609,1.17E-151,370,408,90.68627451,412
i21_2wh_27F_31,43,1471,FJ542912,"Uncultured Actinomycetaceae bacterium clone A10-02B 16S ribosomal RNA gene, partial sequence",548.609,1.17E-151,368,407,90.41769042,412
i21_2wh_27F_31,44,1365,MH040923,"Trueperella abortisuis strain 16TRD0132-001 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,45,1365,MH040922,"Trueperella abortisuis strain 15TRD1120-003 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,46,1365,MH040921,"Trueperella abortisuis strain 15TRD1076-001 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,47,1363,MH040920,"Trueperella abortisuis strain 15TRD1018-001 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,48,1365,MH040919,"Trueperella abortisuis strain 15TRD0981-001 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,49,1365,MH040918,"Trueperella abortisuis strain 15TRD0980-003 16S ribosomal RNA gene, partial sequence",547.707,1.17E-151,372,411,90.51094891,412
i21_2wh_27F_31,50,441,AM943043,"Myceligenerans xiligouense partial 16S rRNA gene, strain R-31601",546.805,4.08E-151,369,405,91.11111111,412
Viki_Iso_1.616F_20,1,1404,MK905708,"Staphylococcus sciuri strain RIBB-SCM9 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,2,1425,MK100920,"Staphylococcus sciuri strain R101 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,3,1424,MK100914,"Staphylococcus sciuri strain E221 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,4,1458,KR476410,"Staphylococcus sciuri strain DZ-T1 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,5,1421,KT261266,"Staphylococcus sciuri strain RCB1054 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,6,1423,KT260757,"Staphylococcus sciuri strain RCB545 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,7,1430,KR047783,"Staphylococcus sciuri subsp. sciuri 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,8,1454,KP400531,"Staphylococcus sciuri isolate YXY-5 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,9,1434,KF760554,"Uncultured Staphylococcus sp. clone CD33 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,10,1393,JQ762298,"Staphylococcus sp. NEAU-ST15-18 16S ribosomal RNA gene, partial sequence",1979.58,0,1097,1097,100,1097
Viki_Iso_1.616F_20,11,1415,MK358973,"Staphylococcus sp. strain SW3 16S ribosomal RNA gene, partial sequence",1977.78,0,1096,1096,100,1097
Viki_Iso_1.616F_20,12,1412,KT260766,"Staphylococcus sciuri strain RCB554 16S ribosomal RNA gene, partial sequence",1977.78,0,1096,1096,100,1097
Viki_Iso_1.616F_20,13,1401,KR059860,"Staphylococcus sciuri strain 396 16S ribosomal RNA gene, partial sequence",1977.78,0,1096,1096,100,1097
Viki_Iso_1.616F_20,14,1420,KR067567,"Staphylococcus sciuri strain 2218 16S ribosomal RNA gene, partial sequence",1977.78,0,1096,1096,100,1097
Viki_Iso_1.616F_20,15,1438,MG706005,"Staphylococcus sciuri strain APBSMLB226 16S ribosomal RNA gene, partial sequence",1976.88,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,16,1438,KY767489,"Staphylococcus sciuri strain JX16098 16S ribosomal RNA gene, partial sequence",1976.88,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,17,1417,KT261265,"Staphylococcus sciuri strain RCB1053 16S ribosomal RNA gene, partial sequence",1976.88,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,18,1400,KT698069,"Bacterium peng-1 16S ribosomal RNA gene, partial sequence",1975.98,0,1095,1095,100,1097
Viki_Iso_1.616F_20,19,1452,MN208111,"Staphylococcus sciuri strain 132-a blue 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,20,1400,MK574989,"Staphylococcus sciuri strain PF61Q 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,21,1139,LC488910,"Staphylococcus sp. NCCP-425 gene for 16S rRNA, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,22,1423,MK414794,"Staphylococcus sciuri strain IAE103 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,23,1439,MK203026,"Staphylococcus sciuri strain NMB22 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,24,1404,MK388396,"Staphylococcus sciuri strain ICMP 19577 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,25,1416,MK358972,"Staphylococcus sp. strain SW2 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,26,1422,KX344009,"Staphylococcus sciuri strain G53 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,27,1433,KX023250,"Staphylococcus sciuri strain ARD50 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,28,1423,KU867651,"Bacterium strain BPIB5 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,29,1425,KU863621,"Bacterium strain BPIC2 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,30,1437,KU245713,"Staphylococcus sp. WC141016 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,31,1417,KT026103,"Staphylococcus lugdunensis 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,32,1454,KT759084,"Bacterium TT4 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,33,1402,KR186179,"Staphylococcus sciuri strain SBANHT15 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,34,1415,KJ000305,"Staphylococcus sciuri strain Zagazig 9 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,35,1432,KJ000304,"Staphylococcus sciuri strain Zagazig 4 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,36,1447,JX871318,"Staphylococcus sciuri strain CD97 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,37,1442,JX134627,"Staphylococcus sciuri strain Y14 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,38,1447,JX077096,"Staphylococcus sciuri strain -Y116 16S ribosomal RNA gene, partial sequence",1975.07,0,1096,1097,99.9088423,1097
Viki_Iso_1.616F_20,39,2761440,CP041879,"Staphylococcus sciuri strain B9-58B chromosome, complete genome",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,40,4295,MK015799,"Staphylococcus sciuri strain PL465 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,41,4295,MK015798,"Staphylococcus sciuri strain PL460 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,42,1426,MN121253,"Staphylococcus sciuri strain LZH-22 16S ribosomal RNA gene, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,43,1508,LC437045,"Staphylococcus sciuri YY64 gene for 16S ribosomal RNA, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,44,1508,LC437043,"Staphylococcus sciuri YY62-1 gene for 16S ribosomal RNA, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,45,1411,MK905731,"Staphylococcus sciuri strain RIBB-SCM32 16S ribosomal RNA gene, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,46,1488,MK841316,"Staphylococcus sciuri strain PaKu6 16S ribosomal RNA gene, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,47,1417,MH890515,"Staphylococcus sp. strain Ap8 16S ribosomal RNA gene, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,48,1395,MK780043,"Staphylococcus sciuri strain SIRST50 16S ribosomal RNA gene, partial sequence",1974.17,0,1094,1094,100,1097
Viki_Iso_1.616F_20,49,4505,MK015802,"Staphylococcus sciuri strain PL468 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",1971.47,0,1093,1094,99.90859232,1097
Viki_Iso_1.616F_20,50,4295,MK015797,"Staphylococcus sciuri strain PL462 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",1971.47,0,1093,1094,99.90859232,1097
Viki_Iso_10.616F_1,1,1545,NR_074928,"Acidaminococcus fermentans DSM 20731 16S ribosomal RNA, partial sequence",1893.92,0,1065,1070,99.53271028,1070
Viki_Iso_10.616F_1,2,2329769,CP001859,"Acidaminococcus fermentans DSM 20731, complete genome",1893.92,0,1065,1070,99.53271028,1070
Viki_Iso_10.616F_1,3,1476,DQ904734,"Uncultured bacterium clone 001B-a12 16S ribosomal RNA gene, partial sequence",1893.92,0,1065,1070,99.53271028,1070
Viki_Iso_10.616F_1,4,1426,EF060091,"Acidaminococcus fermentans strain ADV 1338.05 16S ribosomal RNA gene, partial sequence",1889.41,0,1064,1070,99.43925234,1070
Viki_Iso_10.616F_1,5,1411,EF060090,"Acidaminococcus fermentans strain ADV 6092.03 16S ribosomal RNA gene, partial sequence",1889.41,0,1064,1070,99.43925234,1070
Viki_Iso_10.616F_1,6,1405,EF060089,"Acidaminococcus fermentans strain ADV 2297.03 16S ribosomal RNA gene, partial sequence",1889.41,0,1064,1070,99.43925234,1070
Viki_Iso_10.616F_1,7,1502,DQ904892,"Uncultured bacterium clone 001C-f9 16S ribosomal RNA gene, partial sequence",1889.41,0,1064,1070,99.43925234,1070
Viki_Iso_10.616F_1,8,1472,DQ904735,"Uncultured bacterium clone 001B-a1 16S ribosomal RNA gene, partial sequence",1889.41,0,1064,1070,99.43925234,1070
Viki_Iso_10.616F_1,9,1477,DQ904837,"Uncultured bacterium clone 001C-b11 16S ribosomal RNA gene, partial sequence",1880.4,0,1062,1070,99.25233645,1070
Viki_Iso_10.616F_1,10,1483,DQ904785,"Uncultured bacterium clone 001B-e3 16S ribosomal RNA gene, partial sequence",1880.4,0,1062,1070,99.25233645,1070
Viki_Iso_10.616F_1,11,1517,EF445291,"Uncultured bacterium clone NED4H10 16S ribosomal RNA gene, partial sequence",1878.59,0,1063,1071,99.25303455,1070
Viki_Iso_10.616F_1,12,1529,JQ820143,"Uncultured bacterium clone TP16S-63 16S ribosomal RNA gene, partial sequence",1867.77,0,1061,1071,99.06629318,1070
Viki_Iso_10.616F_1,13,1506,X77951,A.fermentans 16S rRNA gene,1867.77,0,1061,1071,99.06629318,1070
Viki_Iso_10.616F_1,14,1516,NR_037018,"Acidaminococcus fermentans strain VR4 16S ribosomal RNA gene, partial sequence",1867.77,0,1061,1071,99.06629318,1070
Viki_Iso_10.616F_1,15,1538,KC484764,"Uncultured bacterium clone LGM-YW06 16S ribosomal RNA gene, partial sequence",1808.26,0,1046,1070,97.75700935,1070
Viki_Iso_10.616F_1,16,1520,LT576399,"Acidaminococcus sp. Marseille-P2828 partial 16S rRNA gene, strain Marseille-P2828",1781.21,0,1040,1070,97.19626168,1070
Viki_Iso_10.616F_1,17,1512,EU728758,"Acidaminococcus sp. DJF_RP55 16S ribosomal RNA gene, partial sequence",1776.7,0,1038,1070,97.00934579,1070
Viki_Iso_10.616F_1,18,1107,HG531849,"Uncultured bacterium partial 16S rRNA gene, clone 6h38",1761.37,0,1019,1041,97.88664745,1070
Viki_Iso_10.616F_1,19,1327,EU777540,"Uncultured bacterium clone orang1_h10_1 16S ribosomal RNA gene, partial sequence",1755.96,0,1038,1072,96.82835821,1070
Viki_Iso_10.616F_1,20,1462,EU531995,"Uncultured bacterium clone FMFRc12_31 16S ribosomal RNA gene, partial sequence",1754.16,0,1034,1070,96.63551402,1070
Viki_Iso_10.616F_1,21,1520,LT598562,"Acidaminococcus sp. Marseille-P2764 partial 16S rRNA gene, strain Marseille-P2764",1745.14,0,1030,1070,96.26168224,1070
Viki_Iso_10.616F_1,22,1492,AF371708,"Uncultured bacterium clone p-3420-SwA2 16S ribosomal RNA gene, partial sequence",1743.34,0,1033,1071,96.4519141,1070
Viki_Iso_10.616F_1,23,1362,EU773572,"Uncultured bacterium clone CAL_d03_2 16S ribosomal RNA gene, partial sequence",1731.62,0,1029,1070,96.1682243,1070
Viki_Iso_10.616F_1,24,1366,EU773566,"Uncultured bacterium clone CAL_b10_1 16S ribosomal RNA gene, partial sequence",1729.82,0,1030,1071,96.17180205,1070
Viki_Iso_10.616F_1,25,1488,X65935,A.fermentans 16S rRNA,1726.21,0,1031,1072,96.17537313,1070
Viki_Iso_10.616F_1,26,1478,LT969383,"Acidaminococcus sp. Marseille-P4266 partial 16S rRNA gene, strain Marseille-P4266",1710.88,0,1022,1066,95.87242026,1070
Viki_Iso_10.616F_1,27,1403,JQ072179,"Uncultured bacterium clone NBBEQ0309_67 16S ribosomal RNA gene, partial sequence",1707.27,0,1022,1066,95.87242026,1070
Viki_Iso_10.616F_1,28,1200,JQ085668,"Uncultured bacterium clone VHW_F_M28 16S ribosomal RNA gene, partial sequence",1700.06,0,1011,1053,96.01139601,1070
Viki_Iso_10.616F_1,29,2287856,LR698962,"Acidaminococcus intestini isolate MGYG-HGUT-01440 genome assembly, chromosome: 1",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,30,1470,HQ761329,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000511 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,31,1475,HQ796680,"Uncultured organism clone ELU0139-T413-S-NIPCRAMgANa_000491 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,32,1474,HQ796611,"Uncultured organism clone ELU0139-T413-S-NIPCRAMgANa_000422 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,33,1464,HQ796263,"Uncultured organism clone ELU0139-T413-S-NIPCRAMgANa_000074 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,34,1480,HQ778323,"Uncultured organism clone ELU0084-T390-S-NI_000118 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,35,1470,HQ770693,"Uncultured organism clone ELU0067-T443-S-NIPCRAMgANa_000025 small subunit ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,36,1286,JN809763,"Acidaminococcus sp. BV3L6 16S ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,37,1400,FJ507080,"Uncultured bacterium clone 16slp56-06h11.p1k 16S ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,38,1400,FJ506985,"Uncultured bacterium clone 16slp56-03c01.p1k 16S ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,39,1501,DQ905693,"Uncultured bacterium clone 014C-G10 16S ribosomal RNA gene, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,40,1439,NR_041894,"Acidaminococcus intestini strain ADV 255.99 16S ribosomal RNA, partial sequence",1665.8,0,1012,1066,94.93433396,1070
Viki_Iso_10.616F_1,41,1438,JN245859,"Uncultured bacterium clone inf-141 16S ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,42,1517,JX000033,"Uncultured bacterium clone SB-10 16S ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,43,1472,HQ765989,"Uncultured organism clone ELU0059-T397-S-NIPCRAMgANa_000150 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,44,1457,HQ761430,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000612 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,45,1475,HQ761414,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000596 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,46,1473,HQ761406,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000588 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,47,1471,HQ761164,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000346 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,48,1470,HQ761150,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000332 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,49,1465,HQ760854,"Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000036 small subunit ribosomal RNA gene, partial sequence",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_10.616F_1,50,2487765,CP003058,"Acidaminococcus intestini RyC-MR95, complete genome",1661.29,0,1011,1066,94.84052533,1070
Viki_Iso_11.616F_2,1,409,MG852582,"Uncultured prokaryote clone Otu00420 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,2,409,MG808829,"Uncultured anaerobic bacterium clone Otu00420 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,3,1360,MG639882,"Pseudoscardovia suis strain RP279 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,4,1384,KY194708,"Pseudoscardovia suis strain RP207 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,5,333,KF829753,"Uncultured Bifidobacterium sp. clone 24B-87 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,6,548,KF829554,"Uncultured Bifidobacterium sp. clone 21B-2 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,7,548,KF829724,"Uncultured Bifidobacterium sp. clone 24B-22 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,8,548,KF829720,"Uncultured Bifidobacterium sp. clone 24B-2 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,9,548,KF829712,"Uncultured Bifidobacterium sp. clone 24B-90 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,10,548,KF829708,"Uncultured Bifidobacterium sp. clone 24B-94 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,11,548,KF829704,"Uncultured Bifidobacterium sp. clone 24B-74 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,12,548,KF829694,"Uncultured Bifidobacterium sp. clone 24B-48 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,13,547,KF829691,"Uncultured Bifidobacterium sp. clone 24B-27 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,14,548,KF829689,"Uncultured Bifidobacterium sp. clone 24B-29 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,15,548,KF829673,"Uncultured Bifidobacterium sp. clone 23B-86 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,16,548,KF829649,"Uncultured Bifidobacterium sp. clone 23B-39 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,17,548,KF829660,"Uncultured Bifidobacterium sp. clone 23B-52 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,18,548,KF829648,"Uncultured Bifidobacterium sp. clone 23B-40 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,19,548,KF829640,"Uncultured Bifidobacterium sp. clone 23B-1 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,20,548,KF829627,"Uncultured Bifidobacterium sp. clone 23B-94 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,21,548,KF829631,"Uncultured Bifidobacterium sp. clone 23B-90 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,22,548,KF829624,"Uncultured Bifidobacterium sp. clone 23B-73 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,23,548,KF829611,"Uncultured Bifidobacterium sp. clone 23B-63 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,24,549,KF829610,"Uncultured Bifidobacterium sp. clone 23B-64 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,25,548,KF829596,"Uncultured Bifidobacterium sp. clone 23B-32 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,26,550,KF829549,"Uncultured Bifidobacterium sp. clone 21B-7 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,27,549,KF829544,"Uncultured Bifidobacterium sp. clone 21B-92 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,28,550,KF829584,"Uncultured Bifidobacterium sp. clone 21B-86 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,29,548,KF829575,"Uncultured Bifidobacterium sp. clone 21B-71 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,30,548,KF829573,"Uncultured Bifidobacterium sp. clone 21B-50 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,31,548,KF829572,"Uncultured Bifidobacterium sp. clone 21B-52 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,32,556,KF829568,"Uncultured Bifidobacterium sp. clone 21B-33 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,33,548,KF829567,"Uncultured Bifidobacterium sp. clone 21B-34 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,34,548,KF829557,"Uncultured Bifidobacterium sp. clone 21B-23 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,35,549,KF829552,"Uncultured Bifidobacterium sp. clone 21B-4 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,36,548,KF829548,"Uncultured Bifidobacterium sp. clone 21B-8 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,37,548,KF829546,"Uncultured Bifidobacterium sp. clone 21B-90 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,38,547,KF829543,"Uncultured Bifidobacterium sp. clone 21B-93 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,39,548,KF829537,"Uncultured Bifidobacterium sp. clone 21B-76 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,40,549,KF829526,"Uncultured Bifidobacterium sp. clone 21B-43 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,41,548,KF829524,"Uncultured Bifidobacterium sp. clone 21B-46 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,42,548,KF829523,"Uncultured Bifidobacterium sp. clone 21B-47 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,43,549,KF829521,"Uncultured Bifidobacterium sp. clone 21B-25 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,44,548,KF829516,"Uncultured Bifidobacterium sp. clone 21B-30 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
Viki_Iso_11.616F_2,45,548,KF829347,"Uncultured Bifidobacterium sp. clone 13-33 16S ribosomal RNA gene, partial sequence",400.732,1.91E-107,223,224,99.55357143,224
