,header,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length,hit_num
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,HM333586,"Uncultured bacterium clone ncd1106h09c1 16S ribosomal RNA gene, partial sequence",1770.39,0.0,1069.0,1125.0,95.02222222222223,1125.0,14
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ064806,"Uncultured bacterium clone nbw79f06c1 16S ribosomal RNA gene, partial sequence",1770.39,0.0,1069.0,1125.0,95.02222222222223,1125.0,15
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,HM333585,"Uncultured bacterium clone ncd1106e12c1 16S ribosomal RNA gene, partial sequence",1765.88,0.0,1068.0,1125.0,94.93333333333334,1125.0,16
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,HM332212,"Uncultured bacterium clone ncd979f07c1 16S ribosomal RNA gene, partial sequence",1765.88,0.0,1068.0,1125.0,94.93333333333334,1125.0,17
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1473.0,FM872911,"Uncultured bacterium partial 16S rRNA gene, clone FB04E08",1765.88,0.0,1068.0,1125.0,94.93333333333334,1125.0,18
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1441.0,AJ565418,"Actinobacterium MWH-NPG1 partial 16S rRNA gene, isolate MWH-NPG1",1765.88,0.0,1068.0,1125.0,94.93333333333334,1125.0,19
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1484.0,LT558829,"Pseudoclavibacter alba partial 16S rRNA gene, strain Marseille-P2081",1762.28,0.0,1066.0,1125.0,94.75555555555556,1125.0,20
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1473.0,FM872982,"Uncultured bacterium partial 16S rRNA gene, clone FB02E04",1761.37,0.0,1067.0,1125.0,94.84444444444445,1125.0,21
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1481.0,AB012593,"Bacterium IFO 15702 gene for 16S rRNA, partial sequence",1757.77,0.0,1067.0,1125.0,94.84444444444445,1125.0,22
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1464.0,KP185147,"Diaminobutyricimonas sp. JC2975 16S ribosomal RNA gene, partial sequence",1755.96,0.0,1061.0,1117.0,94.98657117278424,1125.0,23
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ041076,"Uncultured bacterium clone nbw961h01c1 16S ribosomal RNA gene, partial sequence",1755.06,0.0,1065.0,1124.0,94.7508896797153,1125.0,24
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1484.0,LT223676,"Pseudoclavibacter alba partial 16S rRNA gene, strain Marseille-P2081",1754.16,0.0,1065.0,1125.0,94.66666666666667,1125.0,25
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1423.0,JQ976752,"Uncultured Pseudoclavibacter sp. clone R3-2 16S ribosomal RNA gene, partial sequence",1753.26,0.0,1067.0,1128.0,94.59219858156028,1125.0,26
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ041205,"Uncultured bacterium clone nbw963c11c1 16S ribosomal RNA gene, partial sequence",1752.36,0.0,1065.0,1125.0,94.66666666666667,1125.0,27
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ040998,"Uncultured bacterium clone nbw961a06c1 16S ribosomal RNA gene, partial sequence",1752.36,0.0,1065.0,1125.0,94.66666666666667,1125.0,28
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ062076,"Uncultured bacterium clone nbw27f12c1 16S ribosomal RNA gene, partial sequence",1747.85,0.0,1064.0,1125.0,94.57777777777778,1125.0,29
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ061868,"Uncultured bacterium clone nbw25d08c1 16S ribosomal RNA gene, partial sequence",1747.85,0.0,1064.0,1125.0,94.57777777777778,1125.0,30
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ041182,"Uncultured bacterium clone nbw963a10c1 16S ribosomal RNA gene, partial sequence",1747.85,0.0,1064.0,1125.0,94.57777777777778,1125.0,31
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1473.0,FM873420,"Uncultured bacterium partial 16S rRNA gene, clone FD03D01",1747.85,0.0,1064.0,1125.0,94.57777777777778,1125.0,32
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1481.0,NR_024673,"Pseudoclavibacter alba strain IFO 15616 16S ribosomal RNA, partial sequence",1747.85,0.0,1064.0,1125.0,94.57777777777778,1125.0,33
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1424.0,NR_116710,"Pseudoclavibacter chungangensis strain CAU 59 16S ribosomal RNA, partial sequence",1744.24,0.0,1065.0,1128.0,94.41489361702128,1125.0,34
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,4599046.0,CP012697,"Microbacterium sp. No. 7, complete genome",1739.73,0.0,1061.0,1123.0,94.47907390917186,1125.0,35
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1395.0,MH179093,"Microbacterium mangrovi strain 6S6 16S ribosomal RNA gene, partial sequence",1735.23,0.0,1065.0,1126.0,94.58259325044405,1125.0,36
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1341.0,KY635896,"Curtobacterium sp. strain L7-3 16S ribosomal RNA gene, partial sequence",1735.23,0.0,1059.0,1116.0,94.89247311827957,1125.0,37
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1342.0,GQ041226,"Uncultured bacterium clone nbw963e12c1 16S ribosomal RNA gene, partial sequence",1734.32,0.0,1061.0,1125.0,94.31111111111112,1125.0,38
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1372.0,MG491573,"Curtobacterium sp. strain SB645 16S ribosomal RNA gene, partial sequence",1730.72,0.0,1067.0,1129.0,94.50841452612931,1125.0,39
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1378.0,JX949770,"Flavobacterium sp. MDB1-13 16S ribosomal RNA gene, partial sequence",1730.72,0.0,1058.0,1116.0,94.80286738351255,1125.0,40
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1341.0,FJ893783,"Uncultured bacterium clone nbt35d05 16S ribosomal RNA gene, partial sequence",1730.72,0.0,1061.0,1125.0,94.31111111111112,1125.0,41
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1306.0,EF187352,"Actinobacterium MH3-1 16S ribosomal RNA gene, partial sequence",1730.72,0.0,1060.0,1125.0,94.22222222222221,1125.0,42
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1465.0,NR_112646,"Microbacterium marinilacus strain YM11-607 16S ribosomal RNA, partial sequence",1729.82,0.0,1058.0,1123.0,94.21193232413178,1125.0,43
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1508.0,HQ418229,"Microbacterium sp. SW101 16S ribosomal RNA gene, partial sequence",1728.91,0.0,1063.0,1129.0,94.1541186891054,1125.0,44
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1379.0,MK920169,"Curtobacterium flaccumfaciens strain KCP1 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,45
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1145.0,MK829035,"Curtobacterium sp. strain DBT240 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,46
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1370.0,MH769451,"Curtobacterium sp. strain QS16-24 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,47
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1372.0,MH769447,"Curtobacterium sp. strain QS16-19 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,48
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1369.0,MH769379,"Curtobacterium sp. strain CS16-9 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,49
Viki_Iso_15.616F_22,>Viki_Iso_15.616F_22,1359.0,MH769092,"Curtobacterium sp. strain QA15-16 16S ribosomal RNA gene, partial sequence",1728.01,0.0,1059.0,1118.0,94.7227191413238,1125.0,50
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1524.0,NR_121721,"Corynebacterium vitaeruminis DSM 20294 16S ribosomal RNA, partial sequence",2001.22,0.0,1129.0,1137.0,99.29639401934917,1135.0,1
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2931780.0,CP004353,"Corynebacterium vitaeruminis DSM 20294, complete genome",2001.22,0.0,1129.0,1137.0,99.29639401934917,1135.0,2
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1472.0,NR_104974,"Corynebacterium vitaeruminis strain LMG 19075 16S ribosomal RNA, partial sequence",2001.22,0.0,1129.0,1137.0,99.29639401934917,1135.0,3
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1482.0,JQ085721,"Uncultured bacterium clone VHW_F_M20 16S ribosomal RNA gene, partial sequence",2001.22,0.0,1129.0,1137.0,99.29639401934917,1135.0,4
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1395.0,KT262981,"Corynebacterium vitaeruminis strain LZU-47-1 16S ribosomal RNA gene, partial sequence",1994.01,0.0,1123.0,1131.0,99.29266136162688,1135.0,5
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1434.0,X84680,"Corynebacterium vitarumen 16S rRNA gene, strain NCTC 20294",1971.47,0.0,1118.0,1130.0,98.93805309734513,1135.0,6
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2453749.0,LS483416,"Corynebacterium ulcerans strain NCTC8639 genome assembly, chromosome: 1",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,7
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2481768.0,LS483402,"Pseudomonas aeruginosa strain NCTC13718 genome assembly, chromosome: 1",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,8
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2453674.0,LS483400,"Corynebacterium ulcerans strain NCTC7908 genome assembly, chromosome: 1",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,9
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2453761.0,LT906443,"Corynebacterium ulcerans strain NCTC7910 genome assembly, chromosome: 1",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,10
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2483321.0,CP010818,"Corynebacterium ulcerans strain 131001, complete genome",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,11
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2434569.0,CP011095,"Corynebacterium ulcerans strain 131002, complete genome",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,12
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2442826.0,CP009622,"Corynebacterium ulcerans FRC11, complete genome",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,13
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2502095.0,CP002790,"Corynebacterium ulcerans 809, complete genome",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,14
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1442.0,NR_117211,"Corynebacterium ulcerans strain CD361 16S ribosomal RNA, partial sequence",1948.02,0.0,1118.0,1139.0,98.15627743634766,1135.0,15
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1444.0,FJ409572,"Corynebacterium diphtheriae strain CD443 16S ribosomal RNA gene, partial sequence",1947.12,0.0,1117.0,1137.0,98.2409850483729,1135.0,16
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2542597.0,CP011913,"Corynebacterium ulcerans FRC58, complete genome",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,17
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2466435.0,CP009716,"Corynebacterium ulcerans strain 05146, complete genome",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,18
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2503722.0,CP009583,"Corynebacterium ulcerans strain 210931, complete genome",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,19
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2484335.0,CP009500,"Corynebacterium ulcerans strain 210932, complete genome",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,20
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1502.0,KF924749,"Corynebacterium ulcerans strain BRAD41 16S ribosomal RNA gene, partial sequence",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,21
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2579188.0,AP012284,"Corynebacterium ulcerans 0102 DNA, complete genome",1946.22,0.0,1118.0,1140.0,98.0701754385965,1135.0,22
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2369429.0,LR590478,"Corynebacterium pseudotuberculosis strain NCTC4656 genome assembly, chromosome: 1",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,23
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2369254.0,CP026501,"Corynebacterium pseudotuberculosis strain MB295 chromosome, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,24
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2371210.0,CP024442,"Corynebacterium pseudotuberculosis strain MB154 chromosome, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,25
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2368101.0,CP013262,"Corynebacterium pseudotuberculosis strain MB30, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,26
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2369898.0,CP023395,"Corynebacterium pseudotuberculosis strain MB278 chromosome, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,27
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2368811.0,CP021982,"Corynebacterium pseudotuberculosis strain MB302, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,28
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2369387.0,CP003061,"Corynebacterium pseudotuberculosis CIP 52.97, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,29
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2367880.0,CP017292,"Corynebacterium pseudotuberculosis strain MEX31, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,30
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2368140.0,CP017291,"Corynebacterium pseudotuberculosis strain MEX30, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,31
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403454.0,CP015192,"Corynebacterium pseudotuberculosis strain 34, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,32
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403301.0,CP015191,"Corynebacterium pseudotuberculosis strain 48, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,33
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2366565.0,CP015190,"Corynebacterium pseudotuberculosis strain 46, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,34
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2365075.0,CP015189,"Corynebacterium pseudotuberculosis strain 43, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,35
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403579.0,CP015188,"Corynebacterium pseudotuberculosis strain 39, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,36
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403515.0,CP015187,"Corynebacterium pseudotuberculosis strain 38, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,37
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403412.0,CP015186,"Corynebacterium pseudotuberculosis strain 36, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,38
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403502.0,CP015185,"Corynebacterium pseudotuberculosis strain 35, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,39
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403550.0,CP015184,"Corynebacterium pseudotuberculosis strain 33, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,40
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2403533.0,CP015183,"Corynebacterium pseudotuberculosis strain 32, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,41
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2370901.0,CP016829,"Corynebacterium pseudotuberculosis strain MB20, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,42
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2402956.0,CP003421,"Corynebacterium pseudotuberculosis 31, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,43
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2372202.0,CP013263,"Corynebacterium pseudotuberculosis strain MB66, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,44
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2370761.0,CP013261,"Corynebacterium pseudotuberculosis strain MB14, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,45
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2363423.0,CP013260,"Corynebacterium pseudotuberculosis strain MB11, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,46
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2367956.0,CP012136,"Corynebacterium pseudotuberculosis strain E19, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,47
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2369817.0,CP003540,"Corynebacterium pseudotuberculosis 258, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,48
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,2310415.0,CP003077,"Corynebacterium pseudotuberculosis 316, complete genome",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,49
3_T47_YPD_16S.1492R_53,>3_T47_YPD_16S.1492R_53,1471.0,GU818733,"Corynebacterium pseudotuberculosis strain DSM 7177 16S ribosomal RNA gene, partial sequence",1945.32,0.0,1117.0,1138.0,98.15465729349737,1135.0,50
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1506.0,JN106439,"Proteus sp. W15Dec34 16S ribosomal RNA gene, partial sequence",2104.01,0.0,1169.0,1171.0,99.82920580700257,1171.0,1
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1510.0,LC185212,"Proteus sp. JS9h gene for 16S ribosomal RNA, partial sequence",2099.51,0.0,1168.0,1171.0,99.74380871050384,1171.0,2
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1537.0,AY167953,"Swine manure bacterium RT-13A 16S ribosomal RNA gene, partial sequence",2099.51,0.0,1168.0,1171.0,99.74380871050384,1171.0,3
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1537.0,AY167947,"Swine manure bacterium RT-6A 16S ribosomal RNA gene, partial sequence",2099.51,0.0,1168.0,1171.0,99.74380871050384,1171.0,4
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1535.0,AY167940,"Swine manure bacterium RT-4A 16S ribosomal RNA gene, partial sequence",2099.51,0.0,1168.0,1171.0,99.74380871050384,1171.0,5
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1537.0,AY167934,"Swine manure bacterium RT-2B 16S ribosomal RNA gene, partial sequence",2099.51,0.0,1168.0,1171.0,99.74380871050384,1171.0,6
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1442.0,KC764983,"Proteus penneri strain T202 16S ribosomal RNA gene, partial sequence",2095.9,0.0,1168.0,1171.0,99.74380871050384,1171.0,7
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1506.0,MG438540,"Proteus vulgaris strain BN_1954 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,8
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1438.0,MG027634,"Proteus vulgaris strain VBE35 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,9
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1513.0,KP313869,"Proteus vulgaris strain KL22 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,10
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1508.0,KP313867,"Proteus sp. KL11 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,11
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1504.0,JX000038,"Uncultured bacterium clone SB-20 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,12
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1507.0,JF772082,"Proteus vulgaris strain LSRC158 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,13
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1484.0,GU812899,"Proteus sp. SBP10 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,14
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1505.0,EF426446,"Proteus sp. L2 16S ribosomal RNA gene, partial sequence",2095.0,0.0,1167.0,1171.0,99.65841161400513,1171.0,15
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1421.0,MG685659,"Proteus penneri strain 2204 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1166.0,1170.0,99.65811965811966,1171.0,16
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1421.0,MG685656,"Proteus penneri strain 2201 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1166.0,1170.0,99.65811965811966,1171.0,17
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1538.0,AY167951,"Swine manure bacterium RT-10A 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1168.0,1172.0,99.65870307167235,1171.0,18
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1415.0,KT887953,"Proteus vulgaris strain TW-7 16S ribosomal RNA gene, partial sequence",2092.29,0.0,1166.0,1169.0,99.74337040205303,1171.0,19
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1440.0,KR258753,"Proteus sp. LW-2 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1167.0,1171.0,99.65841161400513,1171.0,20
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1429.0,KC456594,"Proteus penneri strain ALK629 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1167.0,1171.0,99.65841161400513,1171.0,21
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1428.0,KC456586,"Proteus penneri strain ALK616 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1167.0,1171.0,99.65841161400513,1171.0,22
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1440.0,KC456562,"Proteus penneri strain ALK056 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1167.0,1171.0,99.65841161400513,1171.0,23
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,4158443.0,CP033736,"Proteus vulgaris strain FDAARGOS_556 chromosome, complete genome",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,24
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1424.0,MG913248,"Proteus sp. FJ2001126-3 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,25
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1543.0,MG051724,"Proteus sp. strain PMCPr 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,26
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1512.0,KP313868,"Proteus sp. KL14 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,27
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1445.0,LN809884,"Proteus penneri partial 16S rRNA gene, type strain DSM 4544T",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,28
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1498.0,KM055068,"Proteus vulgaris strain MTCC 7305 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,29
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1517.0,JX101457,"Proteus hauseri strain ZMd44 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,30
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1507.0,JF772091,"Proteus vulgaris strain FCC43 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,31
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1468.0,AB682277,"Proteus penneri gene for 16S rRNA, partial sequence, strain: NBRC 105705",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,32
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1451.0,JF775430,"Bacterium YCG22 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,33
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1512.0,EU373433,"Proteus vulgaris strain YRR06 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1167.0,1172.0,99.57337883959045,1171.0,34
23_E-2_YPD_16S.1492R_62,>23_E-2_YPD_16S.1492R_62,1405.0,AJ487028,"Uncultured bacterium partial 16S rRNA gene, amplicon N",2090.49,0.0,1166.0,1171.0,99.57301451750641,1171.0,35
